#string_protein_id	preferred_name	protein_size	annotation
7227.FBpp0307781	Cdep	4273	Chondrocyte-derived ezrin-like domain containing protein, isoform G; Rac guanyl-nucleotide exchange factor activity; cytoskeletal protein binding; Rho guanyl-nucleotide exchange factor activity; DNA binding. It is involved in the biological process described with: regulation of Rho protein signal transduction; Rac protein signal transduction.
7227.FBpp0307782	CG17327	139	MIP04754p; aminoacyl-tRNA hydrolase activity.
7227.FBpp0307784	CG13086	182	FI15750p1; Carbohydrate binding.
7227.FBpp0307787	dnt	584	Tyrosine-protein kinase Dnt; Doughnut on 2 (dnt) encodes a Ryk family Wnt receptor-tyrosine kinase-related protein. It can form homo- and heterodimers with the other two Ryks (encoded by Drl-2 and drl) via binding the ligand encoded by Wnt5. dnt and drl products act during embryonic muscle attachment site selection.
7227.FBpp0307788	Sfp38D	169	Seminal fluid protein 38D, isoform A; It is involved in the biological process described with: multicellular organism reproduction.
7227.FBpp0307790	IKKepsilon	720	I-kappaB kinase epsilon (IKKepsilon) encodes a serine-threonine kinase that targets the inhibitor of apoptosis encoded by Diap1 for degradation. It also negatively regulates protein kinase C and the dynein adaptor encoded nuf. The product of IKKepsilon contributes to the specification of bristle cells, bristle cell morphogenesis, oocyte polarity, and dendrite development.
7227.FBpp0307803	Acn	739	Acinus, isoform A; Acinus (Acn) encodes nuclear protein that, together with the products of a Bin1 and RnpS1, forms the ASAP complex that contributes to the regulation of  alternative splicing.  The Acn protein also functions in basal, starvation-independent autophagy.
7227.FBpp0307805	Phlpp	954	Protein phosphatase PHLPP-like protein; Protein phosphatase that specifically mediates dephosphorylation of 'Ser-586' of Akt1, a protein that regulates the balance between cell survival and apoptosis through a cascade that primarily alters the function of transcription factors that regulate pro- and antiapoptotic genes. Dephosphorylation of 'Ser-586' of Akt1 triggers apoptosis and suppression of tumor growth.
7227.FBpp0307806	CG17104	449	LD16579p.
7227.FBpp0307808	CG17107	96	annotation not available
7227.FBpp0307809	CG7296	161	RH68528p.
7227.FBpp0307810	CG7299	177	RE24635p.
7227.FBpp0307811	CG44195	694	Uncharacterized protein.
7227.FBpp0307812	Ttc30	655	Tetratricopeptide repeat protein 30 homolog; Required for polyglutamylation of axonemal tubulin in sensory cilia. Plays a role in anterograde intraflagellar transport (IFT), the process by which cilia precursors are transported from the base of the cilium to the site of their incorporation at the tip; Belongs to the TTC30/dfy-1/fleer family.
7227.FBpp0307813	dao	882	Down and out, isoform A.
7227.FBpp0307819	ste24c	456	Ste24c prenyl protease type I (ste24c) encodes a protein that, along with the products of ste24a and ste24b, are paralogous (tandemly duplicated) type I prenyl proteases. The product of ste24c plays an essential role in the male germline; Belongs to the peptidase M48A family.
7227.FBpp0307823	Tsp42Ep	250	Tetraspanin 42Ep, isoform A; Belongs to the tetraspanin (TM4SF) family.
7227.FBpp0307825	smp-30	306	Senescence marker protein-30 (smp-30) encodes a calcium binding protein involved in calcium homeostasis regulation. It negatively influences cell proliferation and tissue size, possibly through the insulin pathway. It contributes to body size variation, diapause and thermal stress resistance.
7227.FBpp0307838	CG14204	743	Uncharacterized protein, isoform A; Transferase activity, transferring acyl groups other than amino-acyl groups.
7227.FBpp0307841	CG32687	377	RH29237p; It is involved in the biological process described with: signal transduction.
7227.FBpp0307845	CG1889	338	Uncharacterized protein, isoform D; Chitin binding; G protein-coupled receptor binding. It is involved in the biological process described with: G protein-coupled receptor signaling pathway.
7227.FBpp0307850	CG11125	388	AT01712p.
7227.FBpp0307856	CG32817	121	GEO12726p1.
7227.FBpp0307860	CARPB	327	Carbonic anhydrase-related protein B, isoform A; Hydro-lyase activity; carbonate dehydratase activity; zinc ion binding. It is involved in the biological process described with: one-carbon metabolic process; Belongs to the alpha-carbonic anhydrase family.
7227.FBpp0307862	CG1603	586	FI01116p; Transcription coactivator activity; nucleic acid binding. It is involved in the biological process described with: regulation of gene expression; positive regulation of transcription by RNA polymerase II.
7227.FBpp0307864	Eglp2	290	Entomoglyceroporin 2, isoform C; Water channel activity; channel activity. It is involved in the biological process described with: transmembrane transport; renal system process; Belongs to the MIP/aquaporin (TC 1.A.8) family.
7227.FBpp0307865	Eglp4	297	Entomoglyceroporin 4, isoform F; Water channel activity; channel activity. It is involved in the biological process described with: transmembrane transport; renal system process; Belongs to the MIP/aquaporin (TC 1.A.8) family.
7227.FBpp0307868	CG1690	132	AT20942p.
7227.FBpp0307871	mbl	956	Muscleblind (mbl) encodes an RNA binding protein that regulates RNA metabolism at the levels of alternative splicing, transcript localization and miRNA and circRNA biogenesis. It contributes to terminal muscle, eye and neural differentiation.
7227.FBpp0307879	Dyrk2	757	Dual specificity tyrosine-phosphorylation-regulated kinase 2; In vitro; can phosphorylate exogenous substrates on Ser and Thr residues. May have a physiological role in development being involved in cellular growth and differentiation.
7227.FBpp0307896	Ir67a	584	Ionotropic receptor 67a; Ligand-gated ion channel activity. It is involved in the biological process described with: detection of chemical stimulus.
7227.FBpp0307897	Ir60e	572	Ionotropic receptor 60e; Ligand-gated ion channel activity. It is involved in the biological process described with: detection of chemical stimulus.
7227.FBpp0307898	Ir84a	644	Ionotropic receptor 84a (Ir84a) encodes a member of the Ionotropic Receptor (IR) family of variant ionotropic glutamate receptors. It functions in detection of phenylacetic acid and controls male courtship behavior.
7227.FBpp0307899	Ir87a	796	Ionotropic receptor 87a; Ligand-gated ion channel activity. It is involved in the biological process described with: detection of chemical stimulus.
7227.FBpp0307900	Ir7b	655	Ionotropic receptor 7b; Ligand-gated ion channel activity. It is involved in the biological process described with: detection of chemical stimulus.
7227.FBpp0307904	Fnta	331	Protein farnesyltransferase activity; CAAX-protein geranylgeranyltransferase activity. It is involved in the biological process described with: positive regulation of Ras protein signal transduction; protein geranylgeranylation; protein farnesylation.
7227.FBpp0307905	CG15628	364	RE58324p; Transferase activity, transferring acyl groups other than amino-acyl groups.
7227.FBpp0307906	Ir92a	678	Ionotropic receptor 92a (Ir92a) encodes a member of the Ionotropic Receptor (IR) family of variant ionotropic glutamate receptors. It functions in detection of ammonia and amines to mediate attraction behavior.
7227.FBpp0307907	Ir11a	642	Ionotropic receptor 11a; Ligand-gated ion channel activity. It is involved in the biological process described with: sensory perception of taste; detection of chemical stimulus.
7227.FBpp0307908	Ir94c	604	Ionotropic receptor 94c; Ligand-gated ion channel activity. It is involved in the biological process described with: detection of chemical stimulus.
7227.FBpp0307909	Ir94b	592	Ionotropic receptor 94b; Ligand-gated ion channel activity. It is involved in the biological process described with: detection of chemical stimulus.
7227.FBpp0307910	Ir31a	648	Ionotropic glutamate receptor activity; ligand-gated ion channel activity. It is involved in the biological process described with: detection of chemical stimulus involved in sensory perception.
7227.FBpp0307912	GluRIIC	940	Glutamate receptor IIC (GluRIIC) encodes a subunit of the muscle glutamate receptor that responds to neurotransmitter at the neuromuscular junction. It is required for the synaptic localization of the products of GluRIIA and GluRIIB and for synaptic transmission.
7227.FBpp0307913	Ir93a	868	Ionotropic receptor 93a; Integral part of various neural sensory systems in the antenna that provide the neural basis for the response to environmental changes in temperature (thermosensation) and humidity (hygrosensation). Together with Ir21a and Ir25a, mediates the response of the larval dorsal organ cool cells, a trio of cool-responsive neurons, to cooling and is required for cool avoidance behavior. Together with Ir25a and Ir40a, mediates the response of the hydrosensory sacculus neurons to changes in relative humidity, and is required for dry detection and humidiy preference behav [...] 
7227.FBpp0307914	Ir40a	732	Ionotropic receptor 40a; Integral part of a neural sensory system in the antenna that provides the neural basis for the response to environmental changes in humidity (hygrosensation). Together with Ir25a and Ir93a, mediates the response of the hygrosensory sacculus neurons to changes in relative humidity and is required for dry detection behavior. Belongs to the glutamate-gated ion channel (TC 1.A.10.1) family.
7227.FBpp0307916	Ir41a	648	Ionotropic receptor 41a; Ligand-gated ion channel activity. It is involved in the biological process described with: detection of chemical stimulus.
7227.FBpp0307917	SWIP	1102	WASH complex subunit 4; Strumpellin and WASH-interacting protein (SWIP) encodes a protein that is part of the multi-subunit WASH regulatory complex (SHRC) to activate Arp2/3-mediated actin nucleation in a context-dependent manner. The product of SWIP, along with the SHRC, has been found to play a role in actin architecture and ooplasmic streaming during oogenesis, in endosome recycling, and in integrin-mediated cell spreading of hemocytes.
7227.FBpp0307918	CG9915	820	Uncharacterized protein, isoform B; It is involved in the biological process described with: regulation of mRNA export from nucleus; regulation of histone H3-K36 trimethylation; regulation of mRNA processing.
7227.FBpp0307919	CG3679	643	Uncharacterized protein, isoform A.
7227.FBpp0307923	CG3645	505	MIP22167p; Flavin adenine dinucleotide binding; tRNA dihydrouridine synthase activity. It is involved in the biological process described with: tRNA processing; oxidation-reduction process.
7227.FBpp0307924	Rpp30	297	RNaseP protein p30 (Rpp30) encodes a protein involved in tRNA processing.
7227.FBpp0307925	CG42500	76	Uncharacterized protein, isoform A.
7227.FBpp0307928	CG30495	331	Uncharacterized protein, isoform B; NADP-retinol dehydrogenase activity.
7227.FBpp0307929	CG2070	325	LP06328p; NADP-retinol dehydrogenase activity; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
7227.FBpp0307930	CG2065	300	RH23455p; NADP-retinol dehydrogenase activity; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
7227.FBpp0307934	CG6094	203	CG6094 protein; aminoacyl-tRNA hydrolase activity; translation release factor activity, codon nonspecific. It is involved in the biological process described with: mitochondrial translational termination.
7227.FBpp0307944	CG14882	454	Uncharacterized protein, isoform A; [methionine synthase] reductase activity. It is involved in the biological process described with: oxidation-reduction process; methionine biosynthetic process.
7227.FBpp0307945	CG14894	263	LP07287p; Protein transmembrane transporter activity. It is involved in the biological process described with: protein targeting to mitochondrion.
7227.FBpp0307948	CG12814	441	Uncharacterized protein, isoform E.
7227.FBpp0307951	Ass	419	ATP binding; argininosuccinate synthase activity. It is involved in the biological process described with: arginine biosynthetic process; argininosuccinate metabolic process; urea cycle; Belongs to the argininosuccinate synthase family. Type 1 subfamily.
7227.FBpp0307956	CG17109	400	Uncharacterized protein, isoform A; Aminoacylase activity. It is involved in the biological process described with: cellular amino acid metabolic process.
7227.FBpp0307957	Cow	632	Carrier of Wingless (Cow) encodes a secreted heparan sulfate proteoglycan that binds the product of wg and increases its extracellular mobility. The binding with the ligand encoded by wg is dependent on heparan sulfate modification of the product of Cow.
7227.FBpp0307959	Med	771	Mothers against decapentaplegic homolog; Medea (Med) encodes a protein that belongs to the highly conserved Smad family. It can bind its siblings encoded by Mad or Smox to facilitate signal transduction for the product of dpp or Activin ligands in the TGF-beta family. Med-complexes function as transcriptional regulators. Many developmental roles include dorsal-ventral patterning, patterning and proliferation of the wing disc and gene expression in the mushroom body of the larval brain.
7227.FBpp0307962	CG11539	200	N-acetyltransferase 9-like protein; Transferase activity, transferring acyl groups other than amino-acyl groups. It is involved in the biological process described with: protein acetylation; histone acetylation; Belongs to the acetyltransferase family. GNAT subfamily.
7227.FBpp0307964	CG31051	218	Uncharacterized protein, isoform B.
7227.FBpp0307971	CG5292	160	RE41712p; tRNA-specific adenosine-34 deaminase activity. It is involved in the biological process described with: tRNA wobble adenosine to inosine editing.
7227.FBpp0307973	mats	219	MOB kinase activator-like 1; Coactivator of Warts (Wts) kinase in the Hippo/SWH (Sav/Wts/Hpo)signaling pathway, a signaling pathway that plays a pivotal role in organ size control and tumor suppression by restricting proliferation and promoting apoptosis. The core of this pathway is composed of a kinase cascade wherein Hippo (Hpo), in complex with its regulatory protein Salvador (Sav), phosphorylates and activates Warts (Wts) in complex with its regulatory protein Mats, which in turn phosphorylates and inactivates the Yorkie (Yki)oncoprotein. The Hippo/SWH signaling pathway inhibits th [...] 
7227.FBpp0307976	CAH8	303	Carbonic anhydrase 8, isoform A; Carbonate dehydratase activity; hydro-lyase activity; zinc ion binding. It is involved in the biological process described with: one-carbon metabolic process; Belongs to the alpha-carbonic anhydrase family.
7227.FBpp0307979	Nuak	2556	Nuak1 ortholog, isoform I; Protein serine/threonine kinase activity; structural molecule activity; ATP binding. It is involved in the biological process described with: protein phosphorylation.
7227.FBpp0307980	CG6293	573	MIP03523p; Transmembrane transporter activity. It is involved in the biological process described with: transmembrane transport.
7227.FBpp0307983	eIF2gamma	475	Eukaryotic translation initiation factor 2 subunit 3; eIF-2 functions in the early steps of protein synthesis by forming a ternary complex with GTP and initiator tRNA. This complex binds to a 40S ribosomal subunit, followed by mRNA binding to form a 43S pre-initiation complex. Junction of the 60S ribosomal subunit to form the 80S initiation complex is preceded by hydrolysis of the GTP bound to eIF-2 and release of an eIF-2-GDP binary complex. In order for eIF-2 to recycle and catalyze another round of initiation, the GDP bound to eIF-2 must exchange with GTP by way of a reaction cataly [...] 
7227.FBpp0307988	MESK4	280	annotation not available
7227.FBpp0307989	Irc	697	Immune-regulated catalase (Irc) encodes a catalase involved in oxidant detoxification.
7227.FBpp0307991	CG4009	649	Uncharacterized protein, isoform B; Peroxidase activity; heme binding. It is involved in the biological process described with: response to oxidative stress; oxidation-reduction process.
7227.FBpp0307993	EMC2B	282	GH23451p.
7227.FBpp0307997	CG11755	154	Cysteine-rich DPF motif domain-containing protein 1; Belongs to the CDPF1 family.
7227.FBpp0307999	Cks85A	96	Cyclin-dependent kinase subunit 85A (Cks85A) encodes a small protein that interacts with the products of Cdk1 and Cdk2. It also functions with the product of Skp2 to target specific substrates for destruction, including the product of dap. It is required for larval growth and to maintain diploidy in imaginal tissues.
7227.FBpp0308000	CG44227	53	Uncharacterized protein.
7227.FBpp0308003	CG4440	79	GEO09613p1.
7227.FBpp0308005	cni	144	Protein cornichon; Acts as cargo receptor necessary for the transportation of gurken (grk) to a transitional endoplasmic reticulum (tER) site and promotes its incorporation into coat protein complex II (COPII) vesicles. Associated with gurken, produces a signal received by torpedo resulting in a signaling pathway that first establishes posterior follicle cell fates and normal localization of the anterior and posterior determinants, later they act in a signaling event inducing dorsal follicle cell fates and regulating the dorsal-ventral pattern of egg and embryo.
7227.FBpp0308007	CG14384	165	GEO12096p1.
7227.FBpp0308008	CG5953	701	RE18252p.
7227.FBpp0308009	beat-Va	300	Beaten path Va, isoform A; It is involved in the biological process described with: heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules; motor neuron axon guidance.
7227.FBpp0308011	140up	261	RPII140-upstream gene protein; Essential for viability.
7227.FBpp0308015	cher	2429	Filamin-A; Cheerio (cher) encodes a dimeric F-actin crosslinking protein of the filamin protein family. It functions to organize the F-actin cytoskeleton in multiple contexts including ovarian germline ring canals, migrating somatic cells, and neuronal growth cones.
7227.FBpp0308019	Rfx	919	Rfx, isoform H; Rfx (Rfx) encodes a transcription factor involved in the differentiation of ciliated sensory neurons.
7227.FBpp0308218	PIG-V	449	GPI mannosyltransferase 2; Mannosyltransferase involved in glycosylphosphatidylinositol- anchor biosynthesis. Transfers the second mannose to the glycosylphosphatidylinositol during GPI precursor assembly. Required for the GPI-mediated endoplasmic reticulum exit and proper targeting to the cell surface of chp. Required for GPI-mediated membrane attachment of chp, qsm and Cont. Essential for microvillar stability in the rhabdomere; Belongs to the PIGV family.
7227.FBpp0308223	Trpm	2023	Transient receptor potential cation channel trpm; Calcium channel mediating constitutive calcium ion entry. Belongs to the transient receptor (TC 1.A.4) family. LTrpC subfamily.
7227.FBpp0308230	CG44242	80	GEO02543p1.
7227.FBpp0308231	CG44243	396	LD05679p; Lipoyltransferase activity. It is involved in the biological process described with: protein lipoylation.
7227.FBpp0308234	Gyg	699	Glycogenin, isoform E; Glycogenin glucosyltransferase activity. It is involved in the biological process described with: glycogen biosynthetic process.
7227.FBpp0308240	CG44245	440	Uncharacterized protein, isoform B; It is involved in the biological process described with: mesoderm development.
7227.FBpp0308241	Atf-2	381	Activating transcription factor-2 (Atf-2) encodes a trancription factor required for heterochromatin assembly. It is involved in stress response and fat metabolism regulation.
7227.FBpp0308243	CG44247	536	LP09747p.
7227.FBpp0308244	Snp	281	Snipper, isoform D; Snipper (Snp) encodes a non-essential exonuclease in the DnaQ-H family.
7227.FBpp0308248	CG44249	407	RRM domain-containing protein; mRNA binding; nucleic acid binding; 3'-5'-exoribonuclease activity. It is involved in the biological process described with: DNA metabolic process; DNA catabolic process, exonucleolytic; mRNA splicing, via spliceosome; exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA).
7227.FBpp0308250	CG44250	297	IP19903p.
7227.FBpp0308251	CG44251	478	SD23764p.
7227.FBpp0308253	Fatp2	714	Long-chain fatty acid-CoA ligase activity; fatty acid transmembrane transporter activity; long-chain fatty acid transporter activity; very long-chain fatty acid-CoA ligase activity. It is involved in the biological process described with: fatty acid biosynthetic process; fatty acid transport; triglyceride homeostasis.
7227.FBpp0308256	CG44253	78	Uncharacterized protein.
7227.FBpp0308257	PIG-S	536	Phosphatidylinositol glycan anchor biosynthesis class S (PIG-S) encodes a subunit of glycosylphosphatidylinositol (GPI) transamidase, which mediates GPI anchoring in the endoplasmic reticulum. GPI anchor attachment serves as a general mechanism for linking proteins to the cell surface membrane.
7227.FBpp0308258	sud1	536	Sudestada1 (sud1) encodes a prolyl hydroxylase that modifies a specific prolyl residue of the small ribosomal subunit protein encoded by RpS23. Lack of sud1 affects growth, triggers the unfolded protein response, as well as apoptosis and autophagy; Belongs to the TPA1 family.
7227.FBpp0308260	CG1941	352	RE04845p; O-acyltransferase activity; diacylglycerol O-acyltransferase activity. It is involved in the biological process described with: lipid metabolic process; triglyceride biosynthetic process.
7227.FBpp0308263	CG34216	336	MIP23840p.
7227.FBpp0308266	CG30377	897	MIP13269p; It is involved in the biological process described with: copper ion homeostasis.
7227.FBpp0308272	CG14763	189	AT23443p.
7227.FBpp0308274	PIG-X	243	Phosphatidylinositol glycan anchor biosynthesis class X, isoform C; It is involved in the biological process described with: GPI anchor biosynthetic process.
7227.FBpp0308275	CG18284	457	GH10507p; Hydrolase activity, acting on ester bonds; lipase activity. It is involved in the biological process described with: lipid metabolic process; multicellular organism reproduction.
7227.FBpp0308282	CG7031	475	LP03545p.
7227.FBpp0308283	CG4704	354	Uncharacterized protein, isoform A; Calcium ion binding. It is involved in the biological process described with: mitochondrial calcium ion transmembrane transport.
7227.FBpp0308284	CG13840	466	Uncharacterized protein.
7227.FBpp0308286	CG15537	353	IP18706p; Hormone binding; corticotropin-releasing hormone binding. It is involved in the biological process described with: negative regulation of corticotropin-releasing hormone receptor activity; negative regulation of corticotropin secretion; hormone-mediated signaling pathway; hormone metabolic process.
7227.FBpp0308289	Atg16	612	Autophagy-related 16 (Atg16) encodes a protein that forms an E3-like protein complex. This complex contributes to the the covalent binding of the lipid phosphatidylethanolamine to the product of Atg8a, a key autophagy protein involved in autophagosome biogenesis. The product of Atg16 is involved in autophagosome biogenesis, maintenance of proper neuromuscular function, lifespan, ethanol sedation, and enteroendocrine cell function in the intestine.
7227.FBpp0308293	Bub3	326	Bub3, isoform A; Bub3 (Bub3) encodes a protein that functions in the spindle assembly checkpoint (SAC) pathway. This mitotic checkpoint pathway inhibits the APC/C complex and hence the transition from metaphase to anaphase, as long as there are free kinetochores that are not yet attached to the mitotic spindle in the cell. The product of Bub3 is localized at the kinetochore during mitosis with maximal levels observed at free kinetochores. Together with other SAC proteins it forms mitotic checkpoint complexes that bind and inhibit the APC/C.
7227.FBpp0308297	CG3739	485	Uncharacterized protein; Serine-type peptidase activity; dipeptidyl-peptidase activity. It is involved in the biological process described with: proteolysis.
7227.FBpp0308298	GABA-B-R2	1224	Metabotropic GABA-B receptor subtype 2, isoform C; G protein-coupled GABA receptor activity; protein heterodimerization activity; transmembrane signaling receptor activity.
7227.FBpp0308299	Patr-1	968	Protein associated with topo II related - 1 (Patr-1) encodes a P body component involved in mRNA decapping and regulation of synaptic growth at neuromuscular junctions.
7227.FBpp0308304	Lnk	728	Lnk, isoform D; Lnk (Lnk) encodes a member of the SH2B family of adaptor proteins. It functions within the insulin signalling pathway as an intracellular adaptor for the insulin receptor. It stabilises the interaction between the activated insulin receptor and the insulin receptor substrate, which are encoded by InR and chico respectively.
7227.FBpp0308307	Mst57Dc	76	Male-specific transcript 57Dc (Mst57Dc) encodes a peptide produced by the male accessory glands and transferred to females during mating.
7227.FBpp0308308	Gbp3	159	Growth-blocking peptide 3, isoform A; Cytokine activity. It is involved in the biological process described with: signal transduction.
7227.FBpp0308314	CG44257	48	Uncharacterized protein.
7227.FBpp0308316	CG44259	65	Uncharacterized protein.
7227.FBpp0308317	CG44261	98	HDC12658.
7227.FBpp0308320	CG2616	449	GH19222p; Belongs to the mitochondrial carrier (TC 2.A.29) family.
7227.FBpp0308322	Sp7	391	Serine protease 7; Serine protease which, by cleaving and activating prophenoloxidase (PPO1) after immune challenge, plays an essential role in the melanization immune response to septic wounding. May function in diverse Hayan-dependent PPO1- activating cascades that are negatively controlled by different serpin proteins; Spn27A in the hemolymph and Spn77BA in the trachea. Important for the innate immune response to fungi. Regulation of melanization and PPO1 activation appears to be largely independent of the Toll signaling pathway.
7227.FBpp0308325	CG1983	254	Pyridoxal phosphate homeostasis protein; Pyridoxal 5'-phosphate (PLP)-binding protein, which may be involved in intracellular homeostatic regulation of pyridoxal 5'- phosphate (PLP), the active form of vitamin B6; Belongs to the pyridoxal phosphate-binding protein YggS/PROSC family.
7227.FBpp0308330	CG5892	738	NRF domain-containing protein; Transferase activity, transferring acyl groups other than amino-acyl groups.
7227.FBpp0308331	ETHR	471	ETHR (ETHR) encodes two distinct G protein-coupled receptors through alternative splicing. During development, the receptors are essential in initiating the molt-related behaviors of ecdysis, and in adults they function to promote juvenile hormone signaling and reproduction.
7227.FBpp0308342	CG34007	94	Uncharacterized protein, isoform A.
7227.FBpp0308343	CG44270	130	GEO13435p1.
7227.FBpp0308344	meng	456	Serine/threonine-protein kinase meng-po; Serine/threonine-protein kinase involved in memory formation. Together with the cAMP-dependent protein kinase A Pka-C1, promotes long-term memory (LTM) by regulating CrebB stability and activity. Involved in the maintenance of anesthesia-sensitive memory (ASM) which includes short-term memory (STM) and middle-term memory (MTM).
7227.FBpp0308345	CG44271	106	RING-type domain-containing protein.
7227.FBpp0308347	CG14245	103	MIP04604p; Chitin binding. It is involved in the biological process described with: chitin metabolic process.
7227.FBpp0308348	CG6403	153	Uncharacterized protein, isoform A; Chitin binding. It is involved in the biological process described with: chitin metabolic process.
7227.FBpp0308349	CG6420	909	AT02583p.
7227.FBpp0308351	Root	2048	Rootletin, isoform D; Rootletin (Root) encodes the major structural component of the ciliary rootlet. It is expressed in sensory neurons and is required for ciliary-transmitted sensory functions including hearing, touch and taste.
7227.FBpp0308353	fd96Ca	372	Fork head domain-containing protein FD4; Involved in development during embryogenesis.
7227.FBpp0308356	CG31064	877	Uncharacterized protein, isoform G; Metal ion binding; Rab GTPase binding.
7227.FBpp0308360	CG13631	83	GEO09349p1.
7227.FBpp0308362	CG5805	339	GH22160p; Transmembrane transporter activity. It is involved in the biological process described with: transmembrane transport; Belongs to the mitochondrial carrier (TC 2.A.29) family.
7227.FBpp0308365	to	249	Protein takeout; Participates in a novel circadian output pathway that conveys temporal and food status information to feeding-relevant metabolisms and activities. Involved in male courtship behavior. In the brain- associated fat body, transcription is enhanced by the dsx and fru male- specific isoforms and repressed by the dsx female-specific isoform.
7227.FBpp0308366	CG11854	250	Uncharacterized protein.
7227.FBpp0308367	Cad96Cb	789	Cadherin 96Cb, isoform D; Calcium ion binding. It is involved in the biological process described with: homophilic cell adhesion via plasma membrane adhesion molecules; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules; cell adhesion; cell-cell adhesion mediated by cadherin; open tracheal system development.
7227.FBpp0308370	CG34293	84	MIP14036p.
7227.FBpp0308381	Adar	669	Double-stranded RNA-specific editase Adar; Has A-to-I RNA editing activity on extended dsRNA: edits RNA- binding protein Rnp4F. A-to-I editing of pre-mRNAs acts predominantly through nervous system targets to affect adult nervous system integrity, function and behavior. Essential for adaptation to environmental stresses, such as oxygen deprivation, and for the prevention of premature neuronal degeneration, through the editing of ion channels as targets.
7227.FBpp0308387	Cyp4e2	526	Cytochrome P450 4e2; May be involved in the metabolism of insect hormones and in the breakdown of synthetic insecticides.
7227.FBpp0308390	CG12769	713	Uncharacterized protein, isoform C; DNA-binding transcription activator activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding. It is involved in the biological process described with: positive regulation of transcription by RNA polymerase II.
7227.FBpp0308391	CG11191	303	GH10486p.
7227.FBpp0308395	CG8197	387	MIP21552p.
7227.FBpp0308404	Sfp70A4	55	Seminal fluid protein 70A4, isoform A; It is involved in the biological process described with: multicellular organism reproduction.
7227.FBpp0308406	Obp44a	143	Odorant-binding protein 44a, isoform A; Odorant binding. It is involved in the biological process described with: sensory perception of smell; sensory perception of chemical stimulus.
7227.FBpp0308408	CG42516	150	LD18062p1; It is involved in the biological process described with: transcription by RNA polymerase III.
7227.FBpp0308412	Tom7	54	Translocase of outer membrane 7 (Tom7) encodes a putative mitochondrial protein that may act as a channel component of the TOM complex based on orthology with the human gene TOMM7.
7227.FBpp0308419	dpr16	488	Defective proboscis extension response 16, isoform C; It is involved in the biological process described with: synapse organization; sensory perception of chemical stimulus.
7227.FBpp0308421	CG12589	96	GEO10179p1.
7227.FBpp0308423	Cyp6a18	507	Probable cytochrome P450 6a18; May be involved in the metabolism of insect hormones and in the breakdown of synthetic insecticides.
7227.FBpp0308425	CG34353	581	Uncharacterized protein, isoform C; Axon guidance receptor activity. It is involved in the biological process described with: gravitaxis; synapse organization; homophilic cell adhesion via plasma membrane adhesion molecules.
7227.FBpp0308427	CG44290	69	Uncharacterized protein.
7227.FBpp0308428	CG31460	141	Protein KRTCAP2 homolog; Subunit of the oligosaccharyl transferase (OST) complex that catalyzes the initial transfer of a defined glycan (Glc(3)Man(9)GlcNAc(2) in eukaryotes) from the lipid carrier dolichol- pyrophosphate to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains, the first step in protein N-glycosylation. N-glycosylation occurs cotranslationally and the complex associates with the Sec61 complex at the channel-forming translocon complex that mediates protein translocation across the endoplasmic reticulum (ER). All subunits are requir [...] 
7227.FBpp0308430	pch2	421	Pachytene checkpoint 2 (pch2) encodes a protein involved in a checkpoint pathway that monitors the synaptonemal complex assembly and recombination during female meiosis; Belongs to the AAA ATPase family.
7227.FBpp0308436	PGRP-SC1b	185	Peptidoglycan recognition protein SC1b (PGRP-SC1b) encodes a secreted peptidoglycan recognition protein (PGRP) with amidase activity against peptidoglycans.
7227.FBpp0308443	CG8586	444	FI19801p1; Serine-type endopeptidase activity. It is involved in the biological process described with: proteolysis.
7227.FBpp0308444	CG42326	1376	Uncharacterized protein, isoform E; It is involved in the biological process described with: multicellular organism reproduction.
7227.FBpp0308446	pdm3	1292	Pou domain motif 3 (pdm3) encodes a POU domain transcription factor that acts in odor receptor gene expression and axon targeting of olfactory neurons.
7227.FBpp0308447	hubl	291	Hug-bell, isoform A.
7227.FBpp0308448	spaw	469	Spacewatch, isoform A.
7227.FBpp0308449	rgr	889	Regular, isoform C; Nucleic acid binding; DNA-binding transcription factor activity. It is involved in the biological process described with: regulation of transcription, DNA-templated; regulation of gene expression.
7227.FBpp0308451	Lnpk	387	Lunapark, isoform A; It is involved in the biological process described with: endoplasmic reticulum tubular network organization.
7227.FBpp0308467	CG17230	501	GH24095p; It is involved in the biological process described with: apoptotic process.
7227.FBpp0308469	Ak3	216	GTP:AMP phosphotransferase, mitochondrial; Involved in maintaining the homeostasis of cellular nucleotides by catalyzing the interconversion of nucleoside phosphates. Has GTP:AMP phosphotransferase and ITP:AMP phosphotransferase activities.
7227.FBpp0308484	CG1827	393	Putative N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase CG1827; Cleaves the GlcNAc-Asn bond which joins oligosaccharides to the peptide of asparagine-linked glycoproteins. Belongs to the Ntn-hydrolase family.
